19408;47
19411;64
19413;46
19414;73
19414;73
19416;36
19416;36
19423;54
19424;54
19428;61
19429;38
19431;100
19431;100
19431;100
19439;54
19441;25
19442;25
19445;74
19449;45
19450;45
19455;25
19456;74
19462;2
19465;2
19466;17
19467;92
19470;19
19470;19
19473;75
19474;102
19476;73
19478;96
19483;5
19497;56
19498;52
19502;55
19510;74
19517;33
19531;70
19533;104
19535;103
19535;103
19538;117
19543;193
19544;114
19548;9
19549;113
19550;73
19578;110
19618;110
19678;117
19818;5
19819;3
19858;109
19898;109
20038;73
20039;52
20120;109
20258;33
20278;33
20279;33
20280;33
20299;73
20338;3
20478;73
20481;73
20560;113
20560;113
20659;91
20702;100
20758;91
20761;76
20819;90
21058;13
21078;402
21122;3
21238;91
21318;73
21398;73
21418;54
21438;36
21498;25
21578;85
21638;76
21659;64
21660;64
21661;91
21718;37
21819;56
21838;42
21878;77
21898;115
21938;115
21958;74
22018;74
22038;26
22118;13
22138;28
22158;28
22198;42
22198;42
22199;42
22218;42
22222;42
22238;80
22318;54
22358;89
22378;24
22478;51
22479;51
22498;78
22518;28
22538;28
22558;51
22578;35
22578;35
22598;22
22658;78
22678;74
22778;28
22798;14
22799;14
22878;77
22918;77
22958;23
23018;115
23038;80
23098;13
23198;16
23218;78
23240;47
23278;441
23398;21
23458;94
23478;73
23498;88
23598;882
23625;25
23818;22
23998;41
24058;76
24078;36
24098;41
24118;88
24178;423
24258;88
24298;642
24378;15
24518;73
24538;73
24538;73
24558;92
24579;662
24598;35
24738;662
24798;662
24818;49
24858;36
24879;80
24938;14
24979;14
24999;55
25018;68
25040;38
25098;46
25158;68
25238;38
25258;38
25298;105
25298;105
25338;12
25359;26
25359;26
25379;86
25398;118
25399;114
25418;50
25421;5
25438;54
25478;55
25499;21
25518;31
25518;31
25560;37
25560;37
25678;70
25718;100
25718;100
25719;100
25778;28
25798;13
25799;13
25858;77
25878;76
25958;37
25978;381
25979;97
25981;107
25981;107
25981;107
25998;14
26018;94
26019;94
26020;56
26021;56
26038;56
26058;56
26059;56
26078;30
26079;12
26098;84
26118;108
26138;17
26178;113
26198;101
26218;79
26238;781
26258;641
26278;64
26298;91
26318;84
26338;115
26378;281
26398;682
26399;90
26400;98
26401;80
26418;98
26438;90
26458;63
26460;112
26478;321
26479;98
26498;321
26518;70
26519;90
26538;90
26558;281
26578;17
26598;12
26599;12
26600;96
26618;79
26619;79
26638;16
26658;96
26678;56
26698;84
26718;681
26718;681
26718;681
26719;20
26738;20
26758;681
26758;681
26758;681
26759;681
26759;681
26759;681
26760;681
26760;681
26760;681
26761;681
26761;681
26761;681
26762;681
26762;681
26762;681
26778;40
26779;106
26798;82
26799;82
26818;89
26819;107
26838;70
26858;70
26918;194
26919;194
26920;194
26938;116
26958;301
26978;189
26979;189
26980;189
26982;189
26983;189
26984;189
26985;189
26986;189
26998;189
26999;189
27000;189
27018;101
27038;59
27058;102
27078;8
27098;702
27118;100
27138;62
27158;182
27159;182
27178;189
27198;193
27238;189
27258;193
27278;193
27318;70
27338;188
27358;188
27358;188
27378;181
27398;70
27418;43
27438;9
27458;21
27459;21
27460;21
170000;8
170001;13
170002;13
170003;13
170003;13
170004;15
170005;381
170006;17
170008;17
170009;17
1700400;17
1700401;17
1700402;21
1700403;21
1700404;21
1700406;3
1700407;3
1700408;7
1700408;7
1700409;22
1700410;22
1700411;22
1700412;16
1700413;16
1700414;16
1700415;16
1700415;16
1700417;5
1700418;24
1700419;24
1700420;24
1700421;96
1700421;14
1700422;14
1700424;36
1700425;36
1700426;36
1700427;37
1700428;37
1700429;32
1700430;32
1700431;38
1700432;39
1700433;39
1700434;39
1700435;28
1700436;30
1700437;30
1700438;26
1700439;402
1700441;98
1700442;98
1700446;25
1700447;25
1700447;25
1700448;25
1700450;41
1700451;43
1700452;43
1700453;42
1700454;42
1700455;42
1700456;42
1700457;44
1700458;44
1700459;78
1700460;70
1700461;70
1700462;70
1700463;70
1700465;74
1700466;74
1700467;75
1700468;75
1700470;71
1700471;71
1700472;71
1700473;882
1700474;61
1700475;61
1700476;49
1700477;85
1700478;85
1700479;56
1700480;56
1700481;56
1700482;56
1700483;56
1700484;80
1700485;77
1700486;77
1700487;73
1700489;88
1700490;83
1700491;58
1700492;58
1700493;48
1700494;48
1700495;52
1700496;52
1700497;40
1700497;40
1700498;40
1700499;76
1700500;76
1700501;45
1700502;45
1700503;45
1700504;64
1700505;64
1700506;64
1700507;64
1700508;64
1700509;64
1700510;64
1700511;64
1700512;64
1700513;46
