"655415","HUESCA","MEDIO","IMS202","IMS","SI","ESTUDIA","NSNC","NSNC","NSNC","21","11/19/1998 00:00:00"
"655548","ZARAGOZA","MEDIO","FFS211","FFS","SI","TRABAJA","SI","OTRO","SI","28","01/24/1991 00:00:00"
"657173","ZARAGOZA","SUPERIOR","IFC302","IFC","SI","TRABAJA","SI","FIJO","SI","24","05/15/1995 00:00:00"
"657366","ZARAGOZA","SUPERIOR","IMS304","IMS","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","27","04/01/1992 00:00:00"
"657667","ZARAGOZA","SUPERIOR","COM304","COM","SI","ESTUDIA","NSNC","NSNC","NSNC","25","06/25/1994 00:00:00"
"657870","ZARAGOZA","SUPERIOR","COM304","COM","SI","TRABAJA","SI","OTRO","SI","26","05/10/1993 00:00:00"
"657882","ZARAGOZA","SUPERIOR","ELE304","ELE","SI","TRABAJA","SI","OTRO","SI","22","08/06/1997 00:00:00"
"657883","ZARAGOZA","SUPERIOR","IMS303","IMS","SI","TRABAJA","NO","FIJO","NO","22","03/13/1997 00:00:00"
"657895","ZARAGOZA","MEDIO","FME203","FME","SI","ESTUDIA","NSNC","NSNC","NSNC","22","03/20/1997 00:00:00"
"659356","ZARAGOZA","SUPERIOR","IFC303","IFC","NO","TRABAJA","SI","OTRO","SI","25","04/09/1994 00:00:00"
"659399","HUESCA","SUPERIOR","AFD301","AFD","SI","ESTUDIA","NSNC","NSNC","NSNC","23","01/20/1996 00:00:00"
"659478","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","29","05/11/1990 00:00:00"
"659516","HUESCA","SUPERIOR","SSC302","SSC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","26","01/09/1993 00:00:00"
"659577","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","34","12/21/1985 00:00:00"
"659577","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","34","12/21/1985 00:00:00"
"659657","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","22","04/22/1997 00:00:00"
"659657","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","22","04/22/1997 00:00:00"
"659728","HUESCA","SUPERIOR","QUI301","QUI","SI","TRABAJA","SI","OTRO","SI","23","04/18/1996 00:00:00"
"659969","HUESCA","SUPERIOR","SSC302","SSC","SI","TRABAJA","NO","FIJO","NO","33","01/27/1986 00:00:00"
"659969","HUESCA","SUPERIOR","SSC302","SSC","SI","TRABAJA","NO","FIJO","NO","33","01/27/1986 00:00:00"
"660366","HUESCA","SUPERIOR","QUI301","QUI","SI","TRABAJA","NO","NSNC","NSNC","31","02/28/1988 00:00:00"
"660399","HUESCA","MEDIO","ADG201","ADG","SI","TRABAJA","SI","FIJO","SI","26","06/20/1993 00:00:00"
"660539","HUESCA","MEDIO","ADG201","ADG","SI","TRABAJA","NO","OTRO","NO","26","03/01/1993 00:00:00"
"660858","HUESCA","SUPERIOR","SSC302","SSC","NO","TRABAJA","NO","OTRO","NO","25","02/02/1994 00:00:00"
"660959","HUESCA","SUPERIOR","IMA301","IMA","SI","TRABAJA","SI","OTRO","SI","26","02/12/1993 00:00:00"
"661504","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","21","08/03/1998 00:00:00"
"661504","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","21","08/03/1998 00:00:00"
"661608","HUESCA","SUPERIOR","QUI301","QUI","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","23","05/23/1996 00:00:00"
"661622","HUESCA","SUPERIOR","AFD301","AFD","SI","TRABAJA","SI","OTRO","NO","22","08/04/1997 00:00:00"
"662008","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","22","01/16/1997 00:00:00"
"662008","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","22","01/16/1997 00:00:00"
"662081","HUESCA","SUPERIOR","SSC302","SSC","SI","TRABAJA","SI","OTRO","NO","22","01/10/1997 00:00:00"
"662081","HUESCA","SUPERIOR","SSC302","SSC","SI","TRABAJA","SI","OTRO","NO","22","01/10/1997 00:00:00"
"662712","ZARAGOZA","SUPERIOR","TMV301","TMV","SI","TRABAJA","SI","OTRO","SI","22","02/01/1997 00:00:00"
"662745","HUESCA","MEDIO","TMV202","TMV","SI","TRABAJA","SI","OTRO","SI","28","04/09/1991 00:00:00"
"663019","HUESCA","MEDIO","TMV202","TMV","NO","ESTUDIA","NSNC","NSNC","NSNC","20","01/13/1999 00:00:00"
"663019","HUESCA","MEDIO","TMV202","TMV","NO","ESTUDIA","NSNC","NSNC","NSNC","20","01/13/1999 00:00:00"
"663161","HUESCA","MEDIO","TMV202","TMV","SI","ESTUDIA","NSNC","NSNC","NSNC","22","06/23/1997 00:00:00"
"663893","TERUEL","MEDIO","FFS211","FFS","SI","TRABAJA","NO","NSNC","NSNC","34","05/16/1985 00:00:00"
"664823","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","FIJO","SI","29","07/19/1990 00:00:00"
"664825","TERUEL","SUPERIOR","IMA302","IMA","SI","TRABAJA","SI","OTRO","NO","30","02/23/1989 00:00:00"
"665779","ZARAGOZA","SUPERIOR","SAN303","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","28","06/29/1991 00:00:00"
"665792","TERUEL","SUPERIOR","ADG301","ADG","SI","TRABAJA","NO","OTRO","NO","25","05/20/1994 00:00:00"
"665818","TERUEL","MEDIO","SAN201","SAN","NO","ESTUDIA","NSNC","NSNC","NSNC","27","07/30/1992 00:00:00"
"665818","TERUEL","MEDIO","SAN201","SAN","NO","ESTUDIA","NSNC","NSNC","NSNC","27","07/30/1992 00:00:00"
"666122","ZARAGOZA","SUPERIOR","ELE304","ELE","SI","TRABAJA","NO","OTRO","NO","28","11/03/1991 00:00:00"
"666242","TERUEL","MEDIO","FFS221","FFS","SI","TRABAJA","NO","NSNC","NSNC","24","02/25/1995 00:00:00"
"666242","TERUEL","MEDIO","FFS221","FFS","SI","TRABAJA","NO","NSNC","NSNC","24","02/25/1995 00:00:00"
"666248","TERUEL","MEDIO","SAN201","SAN","NO","ESTUDIA","NSNC","NSNC","NSNC","27","04/08/1992 00:00:00"
"666248","TERUEL","MEDIO","SAN201","SAN","NO","ESTUDIA","NSNC","NSNC","NSNC","27","04/08/1992 00:00:00"
"666514","TERUEL","MEDIO","ELE202","ELE","SI","ESTUDIA","NSNC","NSNC","NSNC","21","02/13/1998 00:00:00"
"666550","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","OTRO","SI","21","12/02/1998 00:00:00"
"666967","ZARAGOZA","SUPERIOR","TMV301","TMV","SI","TRABAJA","SI","OTRO","NO","22","01/27/1997 00:00:00"
"667633","ZARAGOZA","MEDIO","AFD201","AFD","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","21","05/21/1998 00:00:00"
"667647","TERUEL","BASICA","FPB105","FPB","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","20","05/19/1999 00:00:00"
"667903","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC","45","09/30/1974 00:00:00"
"668460","ZARAGOZA","MEDIO","FFS221","FFS","SI","TRABAJA","NO","FIJO","NO","32","09/05/1987 00:00:00"
"668460","ZARAGOZA","MEDIO","FFS221","FFS","SI","TRABAJA","NO","FIJO","NO","32","09/05/1987 00:00:00"
"671187","TERUEL","SUPERIOR","ADG301","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC","22","03/27/1997 00:00:00"
"671350","ZARAGOZA","MEDIO","ELE203","ELE","SI","ESTUDIA","NSNC","NSNC","NSNC","22","09/12/1997 00:00:00"
"671422","ZARAGOZA","MEDIO","IFC201","IFC","SI","TRABAJA","SI","NSNC","SI","23","09/30/1996 00:00:00"
"671469","ZARAGOZA","SUPERIOR","SSC302","SSC","SI","TRABAJA","NO","OTRO","NO","24","11/04/1995 00:00:00"
"671575","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","OTRO","NO","24","03/16/1995 00:00:00"
"671635","ZARAGOZA","SUPERIOR","ELE302","ELE","SI","TRABAJA","SI","OTRO","NO","22","12/23/1997 00:00:00"
"671833","ZARAGOZA","MEDIO","FME202","FME","SI","ESTUDIA","NSNC","NSNC","NSNC","22","04/22/1997 00:00:00"
"671844","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","OTRO","SI","23","09/29/1996 00:00:00"
"672092","ZARAGOZA","SUPERIOR","FME304","FME","SI","TRABAJA","SI","OTRO","SI","24","09/05/1995 00:00:00"
"672312","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","OTRO","NO","23","09/17/1996 00:00:00"
"673050","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","OTRO","SI","19","09/01/2000 00:00:00"
"673330","ZARAGOZA","MEDIO","IMP202","IMP","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","23","12/20/1996 00:00:00"
"673330","ZARAGOZA","MEDIO","IMP202","IMP","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","23","12/20/1996 00:00:00"
"673360","ZARAGOZA","SUPERIOR","ELE304","ELE","SI","ESTUDIA","NSNC","NSNC","NSNC","21","01/28/1998 00:00:00"
"673513","ZARAGOZA","MEDIO","SSC201","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","22","11/15/1997 00:00:00"
"673546","ZARAGOZA","MEDIO","TMV202","TMV","SI","TRABAJA","SI","OTRO","SI","20","01/26/1999 00:00:00"
"673596","ZARAGOZA","SUPERIOR","FME304","FME","SI","TRABAJA","SI","OTRO","SI","21","07/27/1998 00:00:00"
"673646","ZARAGOZA","MEDIO","IMP203","IMP","NO","ESTUDIA","NSNC","NSNC","NSNC","21","08/28/1998 00:00:00"
"673646","ZARAGOZA","MEDIO","IMP203","IMP","NO","ESTUDIA","NSNC","NSNC","NSNC","21","08/28/1998 00:00:00"
"673841","ZARAGOZA","MEDIO","FFS211","FFS","SI","TRABAJA","SI","OTRO","SI","34","05/02/1985 00:00:00"
"673841","ZARAGOZA","MEDIO","FFS221","FFS","SI","TRABAJA","SI","OTRO","SI","34","05/02/1985 00:00:00"
"674203","ZARAGOZA","MEDIO","FFS221","FFS","SI","TRABAJA","NO","FIJO","NO","41","05/31/1978 00:00:00"
"674203","ZARAGOZA","MEDIO","FFS221","FFS","SI","TRABAJA","NO","FIJO","NO","41","05/31/1978 00:00:00"
"674236","ZARAGOZA","MEDIO","FFS221","FFS","SI","TRABAJA","NO","FIJO","NO","44","02/17/1975 00:00:00"
"674236","ZARAGOZA","MEDIO","FFS221","FFS","SI","TRABAJA","NO","FIJO","NO","44","02/17/1975 00:00:00"
"674543","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","FIJO","NO","27","01/19/1992 00:00:00"
"675779","ZARAGOZA","MEDIO","FFS221","FFS","SI","TRABAJA","NO","FIJO","NO","45","12/31/1974 00:00:00"
"675779","ZARAGOZA","MEDIO","FFS221","FFS","SI","TRABAJA","NO","FIJO","NO","45","12/31/1974 00:00:00"
"675859","ZARAGOZA","SUPERIOR","SAN309","SAN","SI","TRABAJA","NO","OTRO","NO","26","06/02/1993 00:00:00"
"675865","HUESCA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO","37","04/20/1982 00:00:00"
"675865","HUESCA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO","37","04/20/1982 00:00:00"
"676213","HUESCA","SUPERIOR","AGA302","AGA","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","24","01/19/1995 00:00:00"
"676821","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","23","02/14/1996 00:00:00"
"677726","TERUEL","MEDIO","FFS221","FFS","SI","TRABAJA","SI","NSNC","NO","25","05/23/1994 00:00:00"
"677726","TERUEL","MEDIO","FFS221","FFS","SI","TRABAJA","SI","NSNC","NO","25","05/23/1994 00:00:00"
"678796","ZARAGOZA","SUPERIOR","SSC302","SSC","NO","TRABAJA","SI","OTRO","NO","30","12/02/1989 00:00:00"
"678909","ZARAGOZA","SUPERIOR","IFC302","IFC","SI","TRABAJA","SI","FIJO","NO","34","07/04/1985 00:00:00"
"679481","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO","38","05/17/1981 00:00:00"
"679481","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO","38","05/17/1981 00:00:00"
"680092","ZARAGOZA","SUPERIOR","IMS303","IMS","SI","TRABAJA","NO","OTRO","NO","25","05/11/1994 00:00:00"
"680476","ZARAGOZA","MEDIO","FME203","FME","SI","TRABAJA","SI","OTRO","NO","30","05/01/1989 00:00:00"
"680974","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","OTRO","SI","35","02/21/1984 00:00:00"
"682202","ZARAGOZA","SUPERIOR","COM304","COM","SI","TRABAJA","NO","OTRO","NO","29","01/28/1990 00:00:00"
"682495","ZARAGOZA","SUPERIOR","IMA302","IMA","SI","TRABAJA","SI","OTRO","NO","27","04/24/1992 00:00:00"
"683341","ZARAGOZA","SUPERIOR","IMA302","IMA","SI","TRABAJA","SI","OTRO","NO","24","01/21/1995 00:00:00"
"684246","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","OTRO","NO","25","10/06/1994 00:00:00"
"684347","ZARAGOZA","SUPERIOR","SAN303","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","31","09/24/1988 00:00:00"
"684940","ZARAGOZA","SUPERIOR","SSC302","SSC","SI","TRABAJA","NO","OTRO","NO","23","04/03/1996 00:00:00"
"685411","ZARAGOZA","SUPERIOR","SSC302","SSC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","29","09/08/1990 00:00:00"
"685803","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","SI","NSNC","NO","25","07/18/1994 00:00:00"
"685803","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","SI","NSNC","NO","25","07/18/1994 00:00:00"
"685990","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC","24","04/07/1995 00:00:00"
"686079","ZARAGOZA","SUPERIOR","IMS304","IMS","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","26","04/08/1993 00:00:00"
"687553","ZARAGOZA","SUPERIOR","IFC302","IFC","SI","TRABAJA","SI","FIJO","SI","24","12/01/1995 00:00:00"
"687661","ZARAGOZA","SUPERIOR","ELE303","ELE","SI","TRABAJA","SI","OTRO","NO","23","09/08/1996 00:00:00"
"687877","ZARAGOZA","SUPERIOR","COM304","COM","SI","ESTUDIA","NSNC","NSNC","NSNC","27","05/05/1992 00:00:00"
"687953","HUESCA","SUPERIOR","SSC301","SSC","SI","TRABAJA","NO","OTRO","NO","24","05/06/1995 00:00:00"
"687980","ZARAGOZA","SUPERIOR","IMS304","IMS","SI","TRABAJA","NO","OTRO","NO","29","06/27/1990 00:00:00"
"688591","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","OTRO","NO","23","04/14/1996 00:00:00"
"688794","HUESCA","SUPERIOR","AFD301","AFD","SI","ESTUDIA","NSNC","NSNC","NSNC","22","01/31/1997 00:00:00"
"689118","ZARAGOZA","SUPERIOR","FME304","FME","SI","ESTUDIA","NSNC","NSNC","NSNC","27","04/14/1992 00:00:00"
"689705","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC","23","03/04/1996 00:00:00"
"689755","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC","23","06/21/1996 00:00:00"
"691100","TERUEL","SUPERIOR","ADG301","ADG","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","27","02/09/1992 00:00:00"
"692148","TERUEL","SUPERIOR","ADG301","ADG","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","26","08/10/1993 00:00:00"
"692729","ZARAGOZA","SUPERIOR","IMA302","IMA","SI","TRABAJA","SI","OTRO","NO","28","10/10/1991 00:00:00"
"693534","ZARAGOZA","MEDIO","AFD201","AFD","SI","TRABAJA","NO","OTRO","NO","23","11/16/1996 00:00:00"
"693579","ZARAGOZA","SUPERIOR","ELE303","ELE","SI","TRABAJA","SI","OTRO","NO","22","12/18/1997 00:00:00"
"693623","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","ESTUDIA","NSNC","NSNC","NSNC","23","04/30/1996 00:00:00"
"693626","ZARAGOZA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","23","10/16/1996 00:00:00"
"693649","TERUEL","SUPERIOR","ADG301","ADG","NO","ESTUDIA","NSNC","NSNC","NSNC","23","05/15/1996 00:00:00"
"693712","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO","24","11/09/1995 00:00:00"
"693732","TERUEL","MEDIO","ELE202","ELE","SI","TRABAJA","SI","OTRO","SI","21","01/18/1998 00:00:00"
"693799","ZARAGOZA","MEDIO","ADG201","ADG","SI","TRABAJA","NO","FIJO","NO","22","09/08/1997 00:00:00"
"693984","ZARAGOZA","SUPERIOR","FME304","FME","SI","TRABAJA","SI","OTRO","NO","22","09/17/1997 00:00:00"
"694129","ZARAGOZA","SUPERIOR","COM301","COM","SI","TRABAJA","NO","OTRO","NO","25","08/24/1994 00:00:00"
"694158","ZARAGOZA","MEDIO","TMV202","TMV","NO","ESTUDIA","NSNC","NSNC","NSNC","21","10/06/1998 00:00:00"
"694224","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","OTRO","SI","24","03/02/1995 00:00:00"
"694267","ZARAGOZA","SUPERIOR","ELE304","ELE","SI","TRABAJA","SI","OTRO","NO","23","05/18/1996 00:00:00"
"694553","ZARAGOZA","SUPERIOR","SAN303","SAN","SI","TRABAJA","NSNC","OTRO","SI","23","08/19/1996 00:00:00"
"694749","ZARAGOZA","SUPERIOR","FME304","FME","SI","ESTUDIA","NSNC","NSNC","NSNC","22","05/28/1997 00:00:00"
"695124","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO","25","09/06/1994 00:00:00"
"695124","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO","25","09/06/1994 00:00:00"
"695280","ZARAGOZA","SUPERIOR","IMS303","IMS","SI","TRABAJA","SI","OTRO","SI","26","08/03/1993 00:00:00"
"695306","ZARAGOZA","SUPERIOR","ELE303","ELE","SI","ESTUDIA","NSNC","NSNC","NSNC","22","02/24/1997 00:00:00"
"695358","ZARAGOZA","MEDIO","TMV202","TMV","SI","TRABAJA","SI","OTRO","SI","23","02/01/1996 00:00:00"
"695755","ZARAGOZA","MEDIO","AGA205","AGA","SI","ESTUDIA","NSNC","NSNC","NSNC","21","02/21/1998 00:00:00"
"696385","HUESCA","SUPERIOR","SSC302","SSC","SI","TRABAJA","NO","OTRO","NO","25","02/23/1994 00:00:00"
"696471","HUESCA","SUPERIOR","SSC302","SSC","SI","TRABAJA","NO","OTRO","NO","26","12/22/1993 00:00:00"
"696791","HUESCA","SUPERIOR","SSC302","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","23","07/04/1996 00:00:00"
"697074","HUESCA","MEDIO","SAN201","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","25","07/01/1994 00:00:00"
"697074","HUESCA","MEDIO","SAN201","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","25","07/01/1994 00:00:00"
"697172","ZARAGOZA","SUPERIOR","IMS304","IMS","SI","TRABAJA","SI","OTRO","SI","25","10/14/1994 00:00:00"
"697744","HUESCA","SUPERIOR","SSC302","SSC","SI","TRABAJA","SI","OTRO","SI","25","11/05/1994 00:00:00"
"697744","HUESCA","SUPERIOR","SSC302","SSC","SI","TRABAJA","SI","OTRO","SI","25","11/05/1994 00:00:00"
"698040","ZARAGOZA","SUPERIOR","SAN309","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","25","06/13/1994 00:00:00"
"698040","ZARAGOZA","SUPERIOR","SAN309","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","25","06/13/1994 00:00:00"
"698052","HUESCA","MEDIO","QUI204","QUI","SI","ESTUDIA","NSNC","NSNC","NSNC","27","01/31/1992 00:00:00"
"698078","ZARAGOZA","SUPERIOR","ELE303","ELE","SI","TRABAJA","SI","OTRO","NO","21","08/16/1998 00:00:00"
"698260","ZARAGOZA","SUPERIOR","ELE304","ELE","SI","TRABAJA","SI","OTRO","SI","22","08/18/1997 00:00:00"
"698365","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","SI","NSNC","NSNC","26","11/29/1993 00:00:00"
"698370","ZARAGOZA","SUPERIOR","IFC302","IFC","SI","TRABAJA","SI","FIJO","SI","25","05/06/1994 00:00:00"
"698385","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC","24","11/20/1995 00:00:00"
"698396","ZARAGOZA","SUPERIOR","ELE303","ELE","SI","ESTUDIA","NSNC","NSNC","NSNC","26","07/27/1993 00:00:00"
"698442","ZARAGOZA","SUPERIOR","IMA302","IMA","SI","TRABAJA","SI","OTRO","NO","26","05/31/1993 00:00:00"
"698486","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","SI","NSNC","SI","22","01/15/1997 00:00:00"
"698522","ZARAGOZA","SUPERIOR","COM304","COM","SI","ESTUDIA","NSNC","NSNC","NSNC","24","04/18/1995 00:00:00"
"698662","ZARAGOZA","SUPERIOR","COM302","COM","SI","ESTUDIA","NSNC","NSNC","NSNC","22","12/18/1997 00:00:00"
"698771","ZARAGOZA","SUPERIOR","COM304","COM","SI","ESTUDIA","NSNC","NSNC","NSNC","22","05/28/1997 00:00:00"
"699298","ZARAGOZA","SUPERIOR","COM304","COM","SI","TRABAJA","NO","NSNC","NSNC","22","07/23/1997 00:00:00"
"699329","ZARAGOZA","SUPERIOR","TMV301","TMV","SI","TRABAJA","SI","OTRO","SI","21","01/27/1998 00:00:00"
"699336","ZARAGOZA","SUPERIOR","FME304","FME","SI","TRABAJA","SI","OTRO","SI","23","08/19/1996 00:00:00"
"699346","ZARAGOZA","SUPERIOR","IMA302","IMA","SI","ESTUDIA","NSNC","NSNC","NSNC","21","07/27/1998 00:00:00"
"699813","ZARAGOZA","MEDIO","TMV202","TMV","SI","TRABAJA","SI","OTRO","NO","24","07/09/1995 00:00:00"
"699813","ZARAGOZA","MEDIO","TMV202","TMV","SI","TRABAJA","SI","OTRO","NO","24","07/09/1995 00:00:00"
"699863","ZARAGOZA","MEDIO","IMP203","IMP","NO","ESTUDIA","NSNC","NSNC","NSNC","20","06/09/1999 00:00:00"
"699863","ZARAGOZA","MEDIO","IMP203","IMP","NO","ESTUDIA","NSNC","NSNC","NSNC","20","06/09/1999 00:00:00"
"700307","ZARAGOZA","MEDIO","AGA205","AGA","SI","ESTUDIA","NSNC","NSNC","NSNC","20","01/28/1999 00:00:00"
"700378","ZARAGOZA","MEDIO","AGA205","AGA","SI","ESTUDIA","NSNC","NSNC","NSNC","21","01/07/1998 00:00:00"
"700575","ZARAGOZA","SUPERIOR","FME304","FME","SI","TRABAJA","SI","OTRO","NO","20","04/30/1999 00:00:00"
"700575","ZARAGOZA","SUPERIOR","FME304","FME","SI","TRABAJA","SI","OTRO","NO","20","04/30/1999 00:00:00"
"701194","ZARAGOZA","SUPERIOR","ELE303","ELE","SI","TRABAJA","SI","OTRO","SI","31","04/04/1988 00:00:00"
"701267","ZARAGOZA","SUPERIOR","COM304","COM","SI","TRABAJA","SI","OTRO","SI","28","09/25/1991 00:00:00"
"701425","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","SI","NSNC","NO","28","07/19/1991 00:00:00"
"702013","HUESCA","SUPERIOR","SSC301","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC","23","10/15/1996 00:00:00"
"702464","ZARAGOZA","SUPERIOR","FME304","FME","SI","TRABAJA","SI","OTRO","SI","24","03/23/1995 00:00:00"
"702569","ZARAGOZA","SUPERIOR","ELE304","ELE","SI","TRABAJA","SI","OTRO","NO","24","08/24/1995 00:00:00"
