"663290","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"663372","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","NO","FIJO","NO"
"663789","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","SI"
"663877","TERUEL","MEDIO","SAN201","SAN","NO","EN DESEMPLEO","NSNC","NSNC","NSNC"
"664745","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","SI"
"665229","ZARAGOZA","SUPERIOR","IFC302","IFC","NO","ESTUDIA","NSNC","NSNC","NSNC"
"665367","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","NO","FIJO","NO"
"665758","TERUEL","SUPERIOR","IFC303","IFC","SI","ESTUDIA","NSNC","NSNC","NSNC"
"665818","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","NO"
"665818","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","NO"
"666248","TERUEL","MEDIO","SAN201","SAN","NO","TRABAJA","SI","OTRO","NO"
"666248","TERUEL","MEDIO","SAN201","SAN","NO","TRABAJA","SI","OTRO","NO"
"666613","TERUEL","SUPERIOR","SAN306","SAN","SI","TRABAJA","NO","FIJO","NO"
"667120","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"667227","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"667343","ZARAGOZA","MEDIO","TMV201","TMV","NO","EN DESEMPLEO","NSNC","NSNC","NSNC"
"667503","HUESCA","MEDIO","IFC201","IFC","SI","ESTUDIA","NSNC","NSNC","NSNC"
"667507","HUESCA","BASICA","FPB103","FPB","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"667614","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"667655","TERUEL","SUPERIOR","TMV301","TMV","NO","TRABAJA","SI","OTRO","NO"
"667660","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"667789","TERUEL","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"667809","ZARAGOZA","MEDIO","ELE202","ELE","SI","ESTUDIA","NSNC","NSNC","NSNC"
"667810","ZARAGOZA","MEDIO","ADG201","ADG","SI","TRABAJA","NO","OTRO","NO"
"667822","ZARAGOZA","BASICA","FPB105","FPB","SI","TRABAJA","NO","FIJO","NO"
"667830","ZARAGOZA","BASICA","FPB103","FPB","SI","ESTUDIA","NSNC","NSNC","NSNC"
"667834","ZARAGOZA","MEDIO","HOT201","HOT","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"668081","ZARAGOZA","MEDIO","SAN202","SAN","NO","EN DESEMPLEO","NSNC","NSNC","NSNC"
"668123","ZARAGOZA","SUPERIOR","SAN302","SAN","SI","TRABAJA","SI","FIJO","NO"
"668260","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"668706","ZARAGOZA","SUPERIOR","IMP302","IMP","SI","TRABAJA","SI","FIJO","NO"
"668965","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","OTRO","NO"
"669056","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"669566","ZARAGOZA","SUPERIOR","IMS301","IMS","SI","TRABAJA","NO","OTRO","NO"
"669665","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","OTRO","NO"
"670641","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","NO","OTRO","NO"
"670819","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","NO"
"670859","ZARAGOZA","MEDIO","ADG201","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"671324","ZARAGOZA","MEDIO","SSC201","SSC","SI","TRABAJA","SI","OTRO","NSNC"
"671343","ZARAGOZA","SUPERIOR","ELE301","ELE","SI","TRABAJA","SI","FIJO","SI"
"671395","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"671406","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"671431","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","SI"
"671454","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","NO","OTRO","NO"
"671516","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"671553","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"671598","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"671748","ZARAGOZA","SUPERIOR","IFC302","IFC","SI","TRABAJA","SI","FIJO","SI"
"671813","ZARAGOZA","MEDIO","IMA201","IMA","SI","TRABAJA","NO","OTRO","NO"
"671885","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","SI"
"671948","ZARAGOZA","SUPERIOR","SAN303","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"671985","ZARAGOZA","MEDIO","FME203","FME","SI","ESTUDIA","NSNC","NSNC","NSNC"
"672019","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","OTRO","SI"
"672030","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","NO"
"672097","ZARAGOZA","MEDIO","ADG201","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"672107","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"672211","ZARAGOZA","SUPERIOR","ARG301","ARG","SI","TRABAJA","NO","FIJO","NO"
"672212","ZARAGOZA","MEDIO","QUI201","QUI","SI","ESTUDIA","NSNC","NSNC","NSNC"
"672259","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"672301","ZARAGOZA","MEDIO","IFC201","IFC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"672324","ZARAGOZA","MEDIO","QUI201","QUI","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"672582","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","SI","OTRO","NO"
"672629","ZARAGOZA","MEDIO","SAN201","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"672659","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"672720","ZARAGOZA","MEDIO","FME203","FME","SI","TRABAJA","NO","FIJO","NO"
"672726","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"673036","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","NO"
"673147","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"673325","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"673465","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"673592","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"673639","ZARAGOZA","SUPERIOR","QUI304","QUI","SI","TRABAJA","SI","FIJO","SI"
"673646","ZARAGOZA","MEDIO","IMP203","IMP","NO","ESTUDIA","NSNC","NSNC","NSNC"
"673646","ZARAGOZA","MEDIO","IMP203","IMP","NO","ESTUDIA","NSNC","NSNC","NSNC"
"673674","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"673755","ZARAGOZA","BASICA","FPB101","FPB","SI","ESTUDIA","NSNC","NSNC","NSNC"
"673761","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"673790","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"673792","ZARAGOZA","MEDIO","COM201","COM","SI","TRABAJA","NO","OTRO","SI"
"674217","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"674842","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"675460","HUESCA","SUPERIOR","QUI301","QUI","NO","TRABAJA","SI","OTRO","SI"
"675587","ZARAGOZA","MEDIO","SSC201","SSC","SI","TRABAJA","NO","OTRO","NO"
"675704","ZARAGOZA","SUPERIOR","SAN306","SAN","SI","TRABAJA","NO","NSNC","NSNC"
"675865","HUESCA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"675865","HUESCA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"675882","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"676040","ZARAGOZA","MEDIO","COM201","COM","SI","TRABAJA","SI","OTRO","NO"
"676114","ZARAGOZA","MEDIO","ADG201","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"676217","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"676276","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","TRABAJA","NO","FIJO","SI"
"676679","ZARAGOZA","MEDIO","IMP203","IMP","SI","ESTUDIA","NSNC","NSNC","NSNC"
"676763","HUESCA","SUPERIOR","IMS304","IMS","NO","TRABAJA","SI","OTRO","NO"
"676964","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","NSNC","OTRO","NO"
"677014","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"677055","ZARAGOZA","MEDIO","TCP202","TCP","SI","ESTUDIA","NSNC","NSNC","NSNC"
"677566","ZARAGOZA","SUPERIOR","COM304","COM","SI","TRABAJA","SI","OTRO","NO"
"677650","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","SI"
"678383","ZARAGOZA","MEDIO","ELE203","ELE","SI","TRABAJA","SI","OTRO","SI"
"678863","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","NO","NSNC","NO"
"679106","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"679481","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"679481","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"679914","ZARAGOZA","MEDIO","TCP202","TCP","SI","TRABAJA","SI","OTRO","NO"
"679987","ZARAGOZA","SUPERIOR","ADG302","ADG","SI","TRABAJA","NSNC","NSNC","NSNC"
"680034","ZARAGOZA","SUPERIOR","IFC301","IFC","NO","TRABAJA","SI","OTRO","SI"
"680527","ZARAGOZA","SUPERIOR","FME304","FME","SI","TRABAJA","SI","OTRO","NO"
"680856","ZARAGOZA","MEDIO","FME203","FME","SI","TRABAJA","SI","OTRO","NO"
"681035","ZARAGOZA","MEDIO","FME203","FME","SI","TRABAJA","SI","OTRO","SI"
"681102","HUESCA","SUPERIOR","IMS304","IMS","NO","TRABAJA","NO","FIJO","NO"
"681537","ZARAGOZA","SUPERIOR","IMA302","IMA","SI","TRABAJA","SI","OTRO","NO"
"681916","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"682838","ZARAGOZA","SUPERIOR","IFC301","IFC","SI","ESTUDIA","NSNC","NSNC","NSNC"
"683988","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"684754","ZARAGOZA","MEDIO","TMV201","TMV","SI","TRABAJA","NO","OTRO","NO"
"684791","ZARAGOZA","SUPERIOR","COM304","COM","SI","TRABAJA","NO","OTRO","NO"
"684888","ZARAGOZA","SUPERIOR","TCP301","TCP","SI","TRABAJA","NO","OTRO","NSNC"
"685099","ZARAGOZA","SUPERIOR","COM304","COM","SI","ESTUDIA","NSNC","NSNC","NSNC"
"685099","ZARAGOZA","SUPERIOR","COM304","COM","SI","ESTUDIA","NSNC","NSNC","NSNC"
"685137","ZARAGOZA","MEDIO","QUI201","QUI","SI","ESTUDIA","NSNC","NSNC","NSNC"
"685305","ZARAGOZA","SUPERIOR","SSC304","SSC","SI","ESTUDIA","NSNC","NSNC","NSNC"
"685383","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","FIJO","NO"
"685803","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"685803","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"685805","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"685911","ZARAGOZA","MEDIO","IFC201","IFC","SI","ESTUDIA","NSNC","NSNC","NSNC"
"686177","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","NO","OTRO","NO"
"686393","ZARAGOZA","SUPERIOR","IFC302","IFC","SI","TRABAJA","SI","OTRO","NO"
"686789","ZARAGOZA","SUPERIOR","MVA302","MVA","SI","TRABAJA","SI","OTRO","NO"
"687009","ZARAGOZA","MEDIO","ADG201","ADG","SI","TRABAJA","SI","OTRO","SI"
"687081","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"687177","ZARAGOZA","SUPERIOR","SAN306","SAN","SI","TRABAJA","NO","NSNC","NSNC"
"687190","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","OTRO","SI"
"687410","ZARAGOZA","SUPERIOR","IMS301","IMS","SI","TRABAJA","SI","OTRO","NO"
"687803","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"687867","ZARAGOZA","MEDIO","ADG201","ADG","SI","TRABAJA","SI","FIJO","NO"
"687928","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","TRABAJA","NO","NSNC","NO"
"688006","ZARAGOZA","SUPERIOR","COM304","COM","SI","TRABAJA","SI","NSNC","NO"
"688028","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"688428","ZARAGOZA","SUPERIOR","TMV301","TMV","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"688623","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","NO","FIJO","NO"
"688820","HUESCA","SUPERIOR","AFD301","AFD","NO","TRABAJA","SI","OTRO","SI"
"689134","ZARAGOZA","MEDIO","IMP203","IMP","SI","TRABAJA","SI","OTRO","NO"
"689170","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","OTRO","NO"
"689190","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","OTRO","NO"
"689245","ZARAGOZA","MEDIO","ADG201","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"689522","ZARAGOZA","SUPERIOR","IFC303","IFC","NO","TRABAJA","NSNC","NSNC","NSNC"
"689721","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"689812","ZARAGOZA","BASICA","FPB104","FPB","SI","ESTUDIA","NSNC","NSNC","NSNC"
"689816","ZARAGOZA","MEDIO","ADG201","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"689826","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","SI"
"689829","ZARAGOZA","MEDIO","ADG201","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"689854","ZARAGOZA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"690095","HUESCA","MEDIO","SAN201","SAN","SI","ESTUDIA","NSNC","NSNC","NSNC"
"690283","TERUEL","SUPERIOR","TMV301","TMV","SI","TRABAJA","SI","FIJO","NO"
"690903","ZARAGOZA","SUPERIOR","SSC302","SSC","SI","TRABAJA","NO","OTRO","NO"
"691269","ZARAGOZA","MEDIO","IMA201","IMA","SI","TRABAJA","SI","OTRO","NO"
"691326","ZARAGOZA","MEDIO","IMA201","IMA","SI","TRABAJA","SI","OTRO","NO"
"691588","ZARAGOZA","MEDIO","ADG201","ADG","NO","TRABAJA","NO","OTRO","NO"
"692149","TERUEL","MEDIO","HOT201","HOT","SI","TRABAJA","SI","OTRO","NO"
"692545","TERUEL","MEDIO","TMV202","TMV","SI","TRABAJA","SI","OTRO","NO"
"692994","TERUEL","MEDIO","TMV202","TMV","SI","ESTUDIA","NSNC","NSNC","NSNC"
"693021","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"693164","TERUEL","SUPERIOR","IFC303","IFC","SI","TRABAJA","SI","FIJO","SI"
"693219","ZARAGOZA","SUPERIOR","COM301","COM","SI","TRABAJA","SI","OTRO","NO"
"693254","ZARAGOZA","SUPERIOR","SAN306","SAN","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"693270","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","FIJO","NO"
"693656","ZARAGOZA","MEDIO","IMP203","IMP","NO","ESTUDIA","NSNC","NSNC","NSNC"
"693869","TERUEL","MEDIO","ELE202","ELE","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"693876","ZARAGOZA","MEDIO","ADG201","ADG","SI","ESTUDIA","NSNC","NSNC","NSNC"
"693931","ZARAGOZA","SUPERIOR","SSC302","SSC","SI","TRABAJA","NO","FIJO","NO"
"693976","ZARAGOZA","MEDIO","ELE202","ELE","SI","TRABAJA","NO","OTRO","NO"
"694414","ZARAGOZA","SUPERIOR","IFC302","IFC","SI","TRABAJA","SI","FIJO","NO"
"694464","ZARAGOZA","SUPERIOR","ADG301","ADG","SI","TRABAJA","SI","OTRO","NO"
"694469","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"694675","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"694675","ZARAGOZA","SUPERIOR","IFC303","IFC","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"694703","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"694726","ZARAGOZA","MEDIO","COM201","COM","SI","TRABAJA","NO","OTRO","NO"
"695113","ZARAGOZA","BASICA","FPB102","FPB","SI","ESTUDIA","NSNC","NSNC","NSNC"
"695117","ZARAGOZA","SUPERIOR","ADG302","ADG","SI","EN DESEMPLEO","NSNC","NSNC","NSNC"
"695124","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"695124","ZARAGOZA","MEDIO","SAN201","SAN","SI","TRABAJA","SI","OTRO","NO"
"695162","ZARAGOZA","SUPERIOR","IMP303","IMP","SI","TRABAJA","SI","FIJO","NO"
