ID_ALUMNO;ID_CENTROEDUCATIVO
661736;21
661863;5
661863;5
661865;17
661865;17
661880;17
661907;96
661907;96
661912;15
661912;15
661933;60
661933;88
661933;88
661967;17
661993;118
662008;13
662011;17
662011;17
662062;17
662081;13
662089;841
662089;60
662097;13
662097;13
662121;13
662126;17
662140;17
662153;15
662153;15
662173;17
662239;18
662239;18
662239;18
662283;105
662283;105
662351;22
662351;3
662366;117
662400;11
662400;60
662479;9
662479;18
662479;9
662479;18
662479;18
662514;19
662514;19
662514;19
662523;18
662523;18
662523;64
662523;13
662523;13
662633;18
662633;19
662633;19
662633;18
662638;841
662638;11
662645;9
662645;9
662645;9
662645;1
662645;1
662684;18
662684;18
662692;18
662692;18
662692;18
662712;114
662712;19
662744;68
662744;68
662745;19
662784;1
662784;1
662828;22
662828;22
662828;17
662934;11
662934;22
662970;17
662971;18
662971;95
662971;18
662972;341
662972;14
662972;22
662977;18
662977;18
663019;18
663019;19
663020;13
663040;22
663040;22
663054;14
663054;14
663070;19
663070;19
663070;19
663082;68
663082;12
663086;22
663086;22
663143;103
663145;19
663145;19
663157;19
663157;19
663157;19
663161;19
663167;90
663167;74
663167;74
663176;118
663180;14
663180;14
663192;17
663192;22
663192;22
663192;22
663221;13
663228;22
663228;22
663235;91
663235;91
663245;108
663245;108
663253;68
663253;68
663290;76
663372;37
663372;37
663372;37
663372;33
663372;33
663506;37
663506;37
663585;25
663585;25
663631;32
663631;32
663688;32
663688;32
663755;32
663755;32
663755;32
663789;33
663789;33
663877;33
663877;33
663893;32
663893;32
664013;37
664013;37
664093;36
664093;36
664130;37
664130;37
664130;37
664133;37
664133;37
664151;104
664156;37
664156;33
664360;36
664360;36
664360;36
664573;25
664573;25
664612;36
664612;36
664745;33
664745;38
664756;35
664756;32
664823;88
664823;64
664823;105
664825;37
664825;37
664825;38
664847;68
664847;68
664942;37
664942;37
664942;36
665046;25
665046;25
665046;44
665046;44
665046;14
665046;14
665086;37
665086;37
665086;37
665086;37
665086;37
665201;25
665201;25
665229;88
665229;88
665300;36
665300;36
665312;37
665312;37
665332;841
665332;60
665339;37
665339;37
665340;37
665340;37
665340;37
665349;44
665349;44
665349;44
665349;44
665367;33
665367;33
665367;33
665516;37
665516;37
665518;35
665518;37
665567;37
665567;37
665610;105
665610;105
665610;105
665637;37
665637;37
665637;37
665637;37
665663;37
665663;37
665699;73
665699;73
665699;73
665709;37
665709;37
665758;25
665758;25
665762;36
665762;36
665762;36
665779;76
665792;28
665792;28
665792;28
665815;29
665815;44
665815;44
665818;33
665818;35
665818;36
665836;37
665836;37
665836;37
665836;37
665844;32
665844;37
665901;105
665901;105
665901;105
665916;37
665916;32
665947;59
665947;37
665947;37
665989;73
665989;36
666052;37
666052;37
666052;37
666110;37
666110;37
666110;37
666122;89
666169;35
666169;18
666198;37
666198;37
666198;37
666222;37
666222;37
666235;37
666235;37
666242;32
666242;32
666248;33
666248;33
666267;36
666267;36
666305;37
666305;37
666362;37
666362;37
666362;37
666420;37
666420;37
666432;36
666432;36
666432;36
666432;36
666432;36
666514;28
666514;28
666518;37
666518;37
666518;37
666523;98
666523;37
666523;37
666547;37
666547;37
666549;37
666549;37
666549;36
666549;36
666550;104
666550;105
666567;73
666567;73
666588;25
666588;25
666613;33
666613;33
666633;35
666633;37
666633;37
666661;98
666661;98
666661;36
666661;98
666661;98
666679;37
666679;37
666691;37
666691;37
666691;37
666691;37
666740;36
666747;37
666747;36
666753;37
666753;37
666796;37
666796;37
666823;32
666823;32
666840;37
666840;37
666852;37
666852;37
666858;32
666858;32
666882;37
666882;37
666887;37
666887;37
666918;37
666918;29
666925;32
666925;32
666939;37
666939;37
666960;36
666960;36
666962;37
666962;37
666967;114
666967;25
666976;37
666976;37
667022;88
667022;60
667037;118
667039;37
667039;36
667039;37
667041;37
667041;37
667046;37
667046;37
667059;621
667059;37
667059;37
667059;37
667068;35
667068;35
667072;37
667072;37
667075;37
667075;37
667076;37
667076;37
667085;37
667085;37
667085;37
667096;98
667096;98
667096;98
667097;37
667097;37
667103;37
667103;37
667113;37
667113;37
667113;37
667120;33
667120;33
667122;37
667122;37
667134;25
667134;25
667161;37
667161;37
667174;36
667174;36
667184;37
667189;33
667189;36
667189;36
667205;25
667205;25
667207;37
667207;37
667227;33
667227;33
667240;36
667240;36
667240;36
667245;33
667245;33
667253;33
667253;33
667343;59
667343;59
667438;25
667438;36
667463;17
667465;12
667465;68
667470;13
667470;13
667477;2
667503;21
667503;21
667505;73
667505;73
667507;5
667507;5
667530;42
667554;38
667554;37
667554;37
667554;37
667589;100
667589;100
667591;54
667591;54
667591;54
667606;46
667606;46
667614;103
667627;14
667631;100
667631;100
667633;45
667633;45
667633;45
667647;28
667647;28
667655;25
667660;117
667716;88
667716;88
667742;100
667742;100
667742;100
667756;101
667756;101
667758;25
667758;25
667779;51
667779;51
667780;25
667780;25
667781;100
667781;100
667785;51
667785;51
667789;25
667789;25
667804;45
667804;45
667809;101
667809;101
667810;111
667810;111
667818;103
667819;114
667819;114
667822;45
667822;45
667830;101
667830;101
667834;41
667834;41
667903;88
667903;88
667903;88
667966;104
668007;77
668007;73
668007;73
668050;91
668050;91
668053;104
668060;85
668060;85
668081;108
668081;108
668081;108
668081;108
668094;68
668094;68
668123;76
668123;76
668144;104
668174;76
668178;78
668178;78
668178;75
668260;76
668260;73
668268;108
668268;108
668371;73
668371;73
668394;18
668394;18
668394;18
668394;18
668460;70
668460;70
668471;68
668471;68
668555;61
668555;75
668578;88
668578;88
668578;88
668578;88
668578;64
668587;70
668587;64
668587;64
668678;64
668678;85
668678;85
668705;77
668705;77
668706;70
668706;88
668706;88
668744;15
668744;88
668744;88
668965;91
668965;91
668965;76
668965;76
668965;64
669056;104
669337;70
669337;70
669358;117
669358;114
669490;77
669490;77
669566;12
669566;68
669566;73
669566;73
669665;114
669665;105
669665;105
669828;90
669828;33
669856;73
669856;73
669856;105
669892;12
669892;68
669909;90
669909;109
669932;105
669932;105
669932;105
670131;76
670191;45
670191;45
670265;77
670265;60
670265;60
670303;91
670303;91
670340;83
670340;83
670355;52
670355;91
670355;91
670377;108
670377;108
670377;80
670377;841
670485;73
670485;73
670544;105
670544;109
670611;118
670611;118
670636;114
670636;114
670641;104
670641;73
670641;73
670655;105
670655;105
670655;105
670655;105
670675;76
670675;76
670742;64
670742;64
670753;403
670753;403
670754;70
670754;70
670785;83
670785;83
670803;88
670803;88
670819;103
670833;60
670833;60
670834;25
670834;25
670834;45
670834;45
670840;77
670840;77
670859;115
670859;115
670881;87
670881;87
670931;77
670931;77
670948;841
670948;60
670956;90
670956;74
670957;841
670957;60
670969;88
670969;88
670969;88
671022;70
671022;70
671034;74
671135;88
671135;88
671135;88
671173;70
671173;70
671173;55
671185;88
671185;88
671187;28
671187;28
671232;108
671232;108
671244;114
671244;114
671244;114
671247;83
671247;87
671247;73
671256;68
671256;68
671260;70
671260;70
671282;100
671282;100
671305;68
671305;68
671324;75
671324;75
671343;115
671343;115
671343;115
671350;114
671350;114
671353;114
671353;114
671377;44
671377;44
671377;44
671377;44
671395;76
671395;108
671395;108
671406;76
671407;115
671407;115
671422;106
671422;105
671422;105
671431;103
671443;68
671443;68
671454;111
671454;111
671469;74
671469;75
671485;103
671485;103
671516;104
671516;104
671523;74
671523;75
671553;103
671568;115
671568;115
671571;105
671571;105
671571;105
671572;110
671572;110
671575;89
671598;76
671615;88
671615;88
671615;88
671615;88
671616;68
671616;68
671626;114
671626;114
671635;114
671635;114
671635;114
671692;114
671692;114
671715;105
671715;105
671715;105
671748;88
671748;88
671813;52
671813;52
671833;114
671833;114
671844;89
671844;89
671844;105
671874;91
671874;91
671883;78
671883;78
671885;76
671932;52
671932;52
671940;64
671940;64
671940;64
671944;89
671946;73
671946;73
671946;104
671948;76
671948;76
671948;76
671964;76
671969;108
671969;108
671969;108
671985;77
671985;77
672001;114
672001;114
672003;64
672008;56
672008;56
672008;56
672008;56
672019;106
672019;106
672019;105
672019;105
672019;105
672028;91
672028;91
672030;76
672087;88
672087;88
672092;114
672092;114
672097;76
672107;103
672119;41
672155;108
672155;108
672211;83
672211;83
672212;64
672212;64
672222;108
672222;108
672240;74
672240;75
672247;441
672247;73
672257;60
672257;60
672257;60
672259;76
672259;58
672301;105
672301;105
672312;115
672312;115
672312;104
672324;64
672324;64
672367;110
672367;110
672389;117
672582;80
672582;80
672621;12
672621;68
672629;43
672659;104
672720;59
672726;76
672733;25
672733;25
672899;70
673036;43
673050;64
673147;76
673191;73
673191;73
673202;18
673202;18
673219;90
673323;118
673323;118
673325;76
673325;52
673330;88
673360;114
673360;114
673400;114
673400;114
673400;117
673428;25
673428;25
673433;83
673433;83
673447;76
673447;56
673465;104
673505;90
673513;75
673513;75
673526;105
673526;105
673546;114
673546;114
673568;403
673568;403
673592;104
673595;114
673595;114
673596;114
673596;114
673601;108
673601;108
673604;110
673604;110
673626;861
673626;861
673629;109
673629;109
673639;64
673639;64
673639;64
673641;91
673641;91
673646;88
673646;88
673656;52
673656;99
673656;99
673664;83
673664;83
673669;108
673669;108
673674;104
673682;114
673682;114
673683;114
673683;114
673691;115
673691;115
673694;403
673701;91
673718;104
673720;70
673720;70
673722;108
673722;108
673736;90
673755;76
673755;76
673761;117
673775;117
673775;117
673790;104
673792;73
673792;73
673804;73
673804;73
673816;88
673816;88
673841;70
673929;104
674001;80
674001;77
674001;105
674077;76
674077;90
674140;64
674140;64
674203;70
674217;76
674234;97
674234;97
674236;70
674236;70
674281;77
674281;91
674281;91
674281;87
674281;87
674543;105
674543;105
674543;105
674665;58
674665;73
674665;73
674665;16
674842;76
674902;88
674902;88
674920;105
674920;105
674920;64
674920;64
674998;91
674998;64
675028;80
675028;80
675107;88
675107;88
675107;88
675107;88
675182;76
675357;43
675419;77
675419;77
675419;115
675419;115
675460;14
675460;14
675461;18
675461;18
675461;18
675479;70
675479;70
675483;5
675483;5
675552;97
675552;97
675572;68
675572;68
675585;9
675585;9
675585;9
675587;74
675634;9
675634;9
675656;70
675656;70
675656;70
675704;104
675704;104
675704;104
675704;104
675718;25
675718;25
675722;13
675779;70
675779;70
675780;80
675780;80
675859;76
675859;76
675865;19
675865;18
675882;104
676040;117
676040;117
676047;18
676047;18
676047;18
676050;25
676050;25
676113;105
676113;105
676113;105
676114;111
676114;111
676125;74
676132;18
676132;18
676132;18
676132;18
676132;18
676133;18
676133;18
676133;18
676133;18
676133;18
676202;13
676202;13
676213;13
676213;13
676213;13
676217;104
676276;73
676276;80
676276;80
676405;18
676405;18
676498;87
676498;87
676498;90
676541;73
676541;73
676541;73
676610;64
676610;64
676627;89
676627;64
676679;74
676679;74
676679;88
676679;88
676739;42
676739;42
676749;68
676749;68
676763;15
676763;15
676821;16
676821;3
676911;18
676911;18
676924;88
676924;88
676964;88
676964;88
677014;103
677019;96
677019;96
677020;9
677020;9
677023;96
677023;96
677037;96
677037;96
677037;96
677055;74
677055;74
677057;841
677057;60
677402;18
677402;18
677474;102
677474;102
677489;18
677489;18
677566;73
677566;76
677566;105
677566;105
677587;18
677587;9
677587;18
677650;104
677663;85
677663;85
677726;32
677726;32
677726;32
677896;91
677896;91
678076;18
678076;18
678076;18
678079;18
678079;18
678338;18
678338;18
678338;18
678383;115
678383;115
678670;115
678670;115
678676;60
678676;60
678676;841
678696;54
678696;54
678699;60
678699;60
678784;106
678784;105
678796;74
678796;74
678863;64
678863;64
678863;64
678863;105
678909;77
678909;105
678968;70
678968;70
678968;70
678968;70
678972;85
678973;90
678973;76
679044;115
679044;115
679044;73
679097;73
679097;73
679106;76
679106;76
679106;78
679119;70
679119;70
679136;80
679136;80
679196;88
679196;88
679196;88
679460;105
679460;105
679481;104
679486;68
679486;68
679562;74
679666;104
679666;73
679763;88
679763;88
679763;73
679830;70
679830;70
679830;70
679860;108
679860;108
679914;88
679914;88
679914;113
679914;104
679914;74
679940;104
679940;73
679987;87
679987;64
679987;64
680033;105
680033;73
680034;117
680034;105
680034;105
680034;105
680092;87
680092;105
680136;68
680136;68
680285;105
680285;105
680285;105
680285;105
680285;105
680335;88
680335;88
680335;109
680409;91
680409;91
680409;91
680476;64
680476;64
680476;64
680476;59
680476;44
680487;321
680487;88
680527;76
680527;64
680527;64
680654;68
680654;68
680685;68
680685;68
680686;25
680686;25
680856;56
680856;77
680959;64
680959;73
680974;114
680974;105
681007;64
681007;64
681035;56
681035;77
681035;77
681102;15
681102;73
681537;80
681537;80
681537;91
681537;91
681537;91
681633;61
681633;87
681633;87
681699;56
681699;73
681759;90
681859;64
681859;64
681916;117
682107;85
682107;85
682155;87
682155;87
682202;76
682202;105
682227;64
682227;64
682227;64
682450;74
682450;90
682495;101
682495;101
682556;101
682556;101
682556;101
682556;44
682556;44
682556;44
682655;73
682655;73
682655;73
682752;80
682752;73
682807;77
682807;77
682838;105
682838;105
682838;105
682838;105
682872;77
682872;77
683034;73
683034;87
683166;73
683166;56
683341;101
683341;101
683449;115
683449;115
683449;87
683557;75
683557;75
683583;44
683583;44
683583;44
683583;44
683680;114
683680;114
683718;105
683718;105
683719;105
683719;105
683926;114
683926;114
683957;70
683957;70
683988;104
684080;100
684080;100
684080;100
684080;100
684246;80
684246;104
684246;104
684298;87
684298;87
684298;105
684298;105
684347;76
684363;78
684363;78
684481;37
684481;37
684597;114
684597;105
684609;88
684609;88
684647;88
684647;88
684754;59
684754;59
684791;105
684791;105
684888;74
684940;74
684940;74
685088;16
685088;16
685099;52
685099;52
685099;73
685099;73
685099;105
685137;64
685137;64
685138;114
685138;114
685138;114
685185;661
685185;661
685305;75
685305;75
685313;77
685313;77
685383;115
685383;115
685383;115
685383;115
685411;12
685411;74
685665;110
685665;110
685783;70
685783;70
685803;105
685803;109
685805;115
685805;115
685850;88
685850;88
685850;87
685853;109
685853;106
685911;105
685911;105
685915;41
685915;77
685942;77
685942;77
685943;113
685943;105
685990;106
685990;78
685990;105
686016;56
686016;56
686079;78
686079;87
686121;91
686121;91
686177;76
686195;90
686195;64
686195;74
686195;74
686195;74
686220;73
686220;73
686281;114
686281;114
686281;105
686321;104
686321;112
686393;80
686393;80
686393;80
686393;80
686393;80
686397;80
686397;80
686397;91
686397;91
686397;91
686397;91
686423;18
686423;9
686423;9
686423;18
686423;18
686483;85
686483;105
686680;70
686680;70
686785;12
686785;68
686789;110
686789;77
686789;77
686789;110
686789;91
686838;100
686838;100
686838;100
686838;100
686944;114
686944;91
686944;91
686944;91
687009;111
687009;111
687021;118
687081;103
687093;91
687093;64
687093;70
687106;105
687106;88
687106;88
687106;114
687177;104
687177;104
687190;58
687197;114
687197;114
687296;114
687296;114
687296;114
687296;105
687296;105
687296;105
687316;321
687316;321
687410;73
687410;73
687478;56
687478;77
687490;105
687490;105
687490;105
687553;105
687553;105
687657;76
687661;114
687661;114
687661;114
687695;88
687695;88
687711;105
687711;105
687739;68
687739;68
687739;68
687803;104
687806;108
687806;90
687842;88
687842;88
687842;114
687867;115
687867;115
687872;108
687872;108
687872;76
687874;74
687874;74
687874;73
687877;76
687877;105
687892;68
687892;68
687892;321
687896;64
687896;64
687905;105
687905;105
687928;105
687928;105
687928;105
687953;45
687953;45
687953;45
687953;45
687953;662
687962;73
687962;73
687966;83
687966;83
687980;87
687980;73
687991;91
687991;91
688006;105
688006;105
688028;111
688028;111
688028;111
688088;46
688088;46
688184;114
688184;114
688215;70
688215;70
688228;73
688228;73
688228;73
688228;104
688325;70
688325;70
688354;70
688354;70
688354;70
688354;88
688354;88
688355;77
688355;77
688428;115
688428;115
688556;70
688556;70
688556;114
688591;106
688591;105
688601;61
688601;61
688623;92
688623;92
688623;92
688623;92
688623;92
688629;105
688629;105
688629;105
688629;105
688629;105
688659;70
688659;45
688659;45
688659;70
688664;59
688664;77
688664;77
688665;70
688665;70
688694;73
688694;77
688712;88
688712;88
688750;108
688750;108
688750;108
688750;90
688794;14
688820;14
688820;14
688821;90
688821;75
688856;9
688856;9
688856;70
688871;70
688871;70
688974;84
688974;84
688974;106
688986;73
688986;73
688986;73
688986;73
689005;78
689005;78
689005;75
689005;75
689027;89
689027;89
689058;43
689077;73
689077;105
689077;105
689118;114
689118;114
689118;114
689118;114
689118;114
689134;88
689134;88
689158;68
689158;68
689170;105
689170;105
689190;89
689190;115
689190;115
689245;104
689245;104
689300;70
689300;70
689300;70
689300;70
689300;114
689301;73
689301;104
689303;73
689303;73
689340;77
689340;77
689340;77
689365;59
689365;91
689365;91
689365;91
689400;110
689400;97
689406;64
689406;64
689406;64
689416;25
689416;25
689504;60
689504;60
689517;91
689517;91
689522;88
689522;88
689545;18
689545;18
689545;114
689547;88
689547;88
689638;114
689638;89
689638;114
689702;92
689702;92
689702;92
689703;115
689703;115
689703;115
689705;109
689705;113
689705;113
689705;105
689721;76
689723;115
689723;115
689755;89
689755;105
689771;70
689771;70
689784;42
689784;42
689807;581
689807;581
689812;117
689812;117
689816;106
689816;106
689826;117
689829;115
689829;115
689839;76
689854;103
689864;70
689864;70
689887;70
689887;70
689905;56
689905;56
689909;60
689909;74
689913;115
689913;115
689964;104
689970;44
689970;44
689970;44
689970;44
690095;17
690283;25
690283;25
690283;25
690319;100
690319;100
690583;70
690583;104
690583;104
690821;75
690821;61
690847;36
690847;26
690847;36
690903;74
690903;74
691100;28
691100;28
691100;28
691269;52
691269;52
691326;52
691326;52
691326;52
691351;49
691532;52
691532;52
691588;45
691588;45
691903;25
691903;25
692019;321
692019;106
692037;73
692037;73
692037;88
692037;46
692037;46
692037;44
692037;44
692145;75
692148;28
692148;28
692149;28
692149;28
692256;115
692256;28
692256;28
692256;28
692260;101
692260;77
692260;77
692379;45
692379;45
692474;45
692474;45
692480;78
692480;78
692545;25
692545;25
692634;25
692634;25
692634;26
692676;45
692676;45
692676;32
692676;32
692729;77
692729;101
692794;28
692794;28
692794;28
692794;28
692853;51
692853;51
692853;3
692941;25
692941;76
692941;90
692980;114
692980;114
692994;25
692994;25
693021;104
693042;321
693042;26
693070;87
693070;68
693089;28
693089;28
693121;25
693121;25
693163;28
693163;114
693163;114
693163;114
693164;25
693164;25
693164;25
693164;25
693164;25
693166;25
693166;25
693166;25
693170;25
693170;25
693219;104
693219;104
693254;104
693254;104
693270;76
693475;45
693475;45
693475;13
693534;45
693534;45
693538;45
693538;45
693538;45
693579;101
693579;101
693579;114
693580;60
693580;60
693580;60
693616;841
693616;60
693623;25
693623;25
693623;104
693626;74
693626;26
693630;33
693630;33
693630;33
693649;28
693649;28
693656;88
693656;88
693656;88
693710;37
693712;25
693712;25
693732;28
693732;28
693751;35
693751;28
693759;56
693759;56
693799;45
693799;45
693869;25
693869;25
693876;51
693876;51
693881;12
693881;68
693884;88
693884;88
693931;74
693931;74
693950;25
693950;25
693955;77
693955;77
693969;56
693969;73
693976;52
693976;52
693976;52
693984;114
693984;114
694103;88
694103;88
694118;88
694118;88
694129;104
694134;77
694134;77
694144;106
694144;321
694144;321
694144;106
694158;85
694158;85
694201;77
694201;77
694224;105
694224;105
694254;83
694254;83
694265;108
694265;108
694267;80
694267;114
694280;111
694280;105
694280;105
694365;88
694365;88
694414;88
694414;88
694414;88
694421;105
694421;105
694427;117
694427;87
694464;105
694464;105
694469;104
694479;89
694479;78
694479;78
694494;73
694494;73
694494;321
694508;68
694508;68
694508;68
694512;76
694553;76
694553;76
694604;77
694604;16
694604;77
694624;114
694624;114
694624;114
694653;104
694675;105
694675;105
694675;105
694703;104
694706;70
694706;70
694706;70
694726;73
694726;73
694749;114
694749;114
694764;108
694764;108
694832;108
694832;108
694838;114
694838;114
694869;114
694869;114
694869;114
694869;114
694878;25
694878;25
694878;25
694878;25
694962;92
694962;92
694977;117
694977;73
695035;118
695035;118
695079;115
695079;115
695094;105
695094;105
695113;104
695113;104
695117;80
695117;117
695117;64
695117;64
695121;104
695124;104
695124;104
695162;89
695162;88
695162;88
695209;91
695209;85
695209;85
695210;70
695210;70
695231;56
695231;56
695267;70
695267;70
695269;68
695269;68
695273;115
695273;115
695273;81
695274;105
695274;105
695274;105
695280;73
695280;87
695306;92
695306;92
695306;114
695340;59
695340;85
695340;87
695341;87
695341;87
695346;104
695358;85
695358;85
695366;115
695366;77
695366;77
695418;89
695423;70
695423;75
695475;70
695475;70
695475;423
695481;115
695481;115
695481;115
695514;117
695514;108
695514;108
695533;70
695533;70
695559;115
695559;115
695565;76
695568;85
695568;85
695569;70
695569;70
695583;73
695583;73
695591;76
695591;76
695617;441
695617;441
695658;80
695658;80
695658;80
695662;114
695662;114
695666;115
695666;115
695666;115
695667;73
695694;60
695694;88
695694;88
695715;45
695715;45
695715;60
695741;23
695755;78
695755;78
695764;114
695764;114
695808;117
695824;52
695824;52
695824;52
695846;80
695846;80
695860;114
695860;114
696385;3
696385;13
696463;1
696463;1
696463;1
696466;14
696466;14
696466;14
696471;3
696471;3
696512;14
696525;73
696525;105
696525;105
696564;21
696564;14
696586;70
696586;70
696654;9
696654;9
696711;13
696711;13
696791;3
696791;3
696883;45
696883;97
696916;13
696916;13
696916;13
696938;17
696938;17
696984;53
696984;64
696984;21
697074;19
697074;19
697156;70
697156;70
697161;16
697161;16
697172;87
697172;87
697196;24
697196;24
697265;75
697265;3
697273;21
697273;73
697273;88
697273;88
697273;88
697304;117
697304;841
697378;58
697378;58
697378;105
697378;105
697386;2
697409;25
697409;25
697481;17
697481;60
697584;97
697584;97
697641;3
697641;3
697684;7
697684;7
697710;21
697710;21
697744;13
697890;2
697906;14
697906;14
697932;13
697932;13
697933;21
697933;21
697933;105
697933;105
697961;7
697961;7
697961;7
697995;83
697995;83
698011;3
698011;3
698012;7
698025;68
698025;68
698040;76
698048;13
698048;13
698052;21
698058;2
698058;2
698066;14
698066;15
698078;96
698078;114
698100;13
698121;76
698121;70
698126;96
698184;77
698184;77
698194;111
698194;111
698230;54
698230;54
698248;56
698248;56
698260;77
698260;114
698281;70
698281;70
698299;77
698299;77
